e,t,w,r,c,k
0,3.082677466,0.111645087,0.463967772,A,1
0,1.057760473,0.156345252,0.562915357,A,3
1,1.205696242,0.39620448,0.792882004,A,5
0,10,0.164452878,0.577684542,A,3
2,0.716540631,0.146295962,0.543387353,A,2
1,0.598149701,0.13085239,0.510476116,A,2
0,10,0.225036515,0.665507037,A,4
1,1.498023616,0.383842005,0.787038212,A,5
0,0.262563774,0.194925629,0.626312772,A,4
1,0.123838242,0.148896186,0.548575646,A,3
1,2.56675266,0.378898643,0.784604166,A,5
0,1.605146765,0.121052361,0.487575838,A,2
0,0.334698809,0.259918543,0.702411194,A,5
2,2.117630751,0.139660884,0.529698857,A,2
2,1.202264002,0.109843468,0.459253549,A,1
1,0.735027155,0.269098486,0.710881195,A,5
2,1.761424443,0.08046731,0.372522677,A,1
1,2.49820752,0.14612396,0.54304072,A,2
1,3.608731281,0.166327939,0.580981804,A,3
2,1.17941771,0.138494165,0.527223105,A,2
0,0.597275599,0.085845759,0.389900183,A,1
0,7.378481496,0.127893107,0.503734725,A,2
2,0.181384291,0.088671717,0.398744832,A,1
2,0.434114905,0.356744821,0.772948515,A,5
2,5.842766818,0.078651243,0.36648914,A,1
1,0.220718923,0.071186835,0.340771561,A,1
1,0.723733296,0.218506266,0.657649311,A,4
0,1.283527594,0.237634325,0.679770461,A,5
1,0.906948468,0.152835167,0.556253248,A,3
2,0.293425255,0.152174378,0.554980329,A,3
1,0.741835276,0.220913793,0.660584793,A,4
1,0.1197416,0.28923597,0.727929585,A,5
1,1.77807682,0.087490763,0.395072158,A,1
0,0.502456428,0.278537893,0.719122221,A,5
2,2.560375975,0.17878071,0.601819528,A,3
1,0.576584905,0.144317813,0.539374766,A,2
0,3.684181403,0.274187707,0.715381166,A,5
1,0.491684917,0.240727299,0.683102471,A,5
0,1.873281156,0.275596068,0.716602785,A,5
2,0.876098219,0.147126274,0.545054643,A,2
1,3.615464182,0.225478376,0.6660269,A,4
0,3.713853895,0.186055596,0.613189699,A,4
0,8.568763087,0.134407396,0.518383336,A,2
2,1.85477145,0.333835544,0.759449817,A,5
1,0.081577469,0.176345653,0.59788506,A,3
1,1.639641927,0.161722439,0.572804755,A,3
1,3.464827849,0.204249834,0.639290224,A,4
1,3.002140859,0.193185156,0.623799395,A,4
0,1.537858713,0.124642135,0.49615738,A,2
0,2.11627095,0.161819884,0.572980525,A,3
0,0.641226165,0.468873531,0.821424971,A,5
0,2.588499947,0.160568082,0.570713312,A,3
0,5.418604554,0.146825752,0.544452336,A,2
1,4.105414028,0.221735984,0.66157688,A,4
1,0.321637145,0.19409497,0.625116908,A,4
1,0.48874247,0.13327769,0.515892869,A,2
0,10,0.107196774,0.45221098,A,1
1,3.120791515,0.232032127,0.673567962,A,4
0,3.3135301,0.173346639,0.592947536,A,3
2,2.757118138,0.200467907,0.634123593,A,4
0,3.174048113,0.147116583,0.545035242,A,2
2,1.05469659,0.085362865,0.388369409,A,1
0,0.91720914,0.16993111,0.58719772,A,3
1,0.619974286,0.430086331,0.807305041,A,5
2,5.472780769,0.092115811,0.409266799,A,1
2,2.760501879,0.111478613,0.463534839,A,1
0,1.255982714,0.096866504,0.423331336,A,1
1,0.0903552,0.142836788,0.53633286,A,2
2,0.01439327,0.287245422,0.72633173,A,5
1,1.198794961,0.155466205,0.56126252,A,3
2,3.491918642,0.149235654,0.549245872,A,3
0,0.663103121,0.098721666,0.428686286,A,1
1,1.053159598,0.169671098,0.586754384,A,3
1,5.901433568,0.250106255,0.692823158,A,5
1,0.624552052,0.408234431,0.798256023,A,5
1,0.490646422,0.279676559,0.720085828,A,5
1,0.781980869,0.116716269,0.47690014,A,2
2,3.701730897,0.135165948,0.520044078,A,2
1,1.441018113,0.210763679,0.647891598,A,4
2,0.333081421,0.164636286,0.578008978,A,3
0,1.588448635,0.184543904,0.610873353,A,4
2,0.008309889,0.097791315,0.426010295,A,1
2,2.864376553,0.139371542,0.529086836,A,2
1,3.297386785,0.114113501,0.470324033,A,1
2,0.64221265,0.114015238,0.470073244,A,1
0,0.128545216,0.123989271,0.494613612,A,2
2,2.950123353,0.140027531,0.530472551,A,2
0,4.612530326,0.164924554,0.578518063,A,3
1,6.571899775,0.212966494,0.650718054,A,4
1,2.874995623,0.134839202,0.519329842,A,2
1,1.876928349,0.117325466,0.478420933,A,2
0,10,0.315520075,0.747429319,A,5
1,1.04618837,0.245992695,0.688629101,A,5
1,4.531133698,0.218436122,0.657563098,A,4
2,0.238720165,0.326275967,0.754630621,A,5
2,0.425210604,0.111794068,0.464354752,A,1
1,1.465524349,0.375133631,0.782711219,A,5
1,4.983371114,0.269976524,0.711667277,A,5
1,3.463136877,0.186898275,0.61447061,A,4
0,2.927587815,0.212191352,0.649728103,A,4
1,1.003911075,0.169404925,0.58629971,A,3
2,3.511168724,0.158131183,0.566241772,A,3
2,0.121802441,0.087993404,0.396639424,A,1
0,10,0.222469768,0.662457865,A,4
2,1.08767592,0.389430197,0.789721811,A,5
1,2.290676618,0.381329741,0.785808388,A,5
1,2.422156384,0.17691564,0.598811954,A,3
1,0.7732441,0.158317762,0.566586863,A,3
2,3.263960616,0.17778111,0.600212401,A,3
1,0.160057434,0.26141954,0.703828204,A,5
1,1.418918294,0.298471607,0.735110631,A,5
0,0.16245232,0.194597426,0.62584107,A,4
1,1.514003125,0.258130888,0.700706724,A,5
0,5.551478635,0.163518305,0.576024831,A,3
0,2.399914373,0.20171265,0.635838438,A,4
2,0.304949349,0.265605277,0.707712855,A,5
1,0.708238225,0.708808031,0.876092068,A,5
2,1.608598377,0.161766549,0.572884335,A,3
0,0.38953111,0.126532141,0.50058471,A,2
2,1.391171779,0.197567137,0.630071628,A,4
0,2.44429714,0.140530589,0.531530754,A,2
1,0.442725136,0.213122802,0.650917072,A,4
1,1.638259324,0.189474536,0.618341471,A,4
2,3.210392163,0.279841157,0.720224592,A,5
0,0.371480579,0.112600334,0.466441546,A,1
0,1.211263435,0.102056358,0.438123567,A,1
1,1.942699622,0.309446279,0.743173076,A,5
0,1.242372119,0.18088647,0.605169166,A,3
1,2.874748693,0.114295936,0.470789156,A,1
2,4.033326856,0.107581243,0.453242763,A,1
0,2.589669818,0.132530388,0.51423407,A,2
0,1.02027047,0.209335837,0.646037604,A,4
2,0.110670406,0.133866778,0.517194097,A,2
0,1.852422846,0.282730386,0.722638852,A,5
2,0.638115051,0.182234283,0.607287866,A,4
1,6.416522606,0.178771346,0.601804525,A,3
2,2.150535705,0.164275909,0.577371098,A,3
1,9.694041589,0.146749103,0.544298508,A,2
1,0.871047502,0.15457565,0.559577477,A,3
1,1.828483787,0.262525104,0.704863746,A,5
1,5.182931773,0.096761547,0.423026104,A,1
2,2.393422779,0.255305991,0.697975352,A,5
0,5.306481452,0.143664626,0.538037184,A,2
1,0.217472979,0.221770836,0.661618817,A,4
0,0.318375533,0.161481322,0.57236931,A,3
1,2.345731426,0.096489107,0.422232655,A,1
2,2.930944655,0.189903754,0.61897983,A,4
1,1.235272267,0.128046492,0.504087763,A,2
0,0.475525898,0.259177258,0.701706638,A,5
2,9.605426509,0.11870745,0.481845384,A,2
0,5.230331561,0.080853852,0.373795919,A,1
2,2.262339229,0.117466276,0.478771467,A,2
1,1.478672823,0.131492023,0.511914062,A,2
1,4.412397705,0.118793062,0.482056365,A,2
2,1.116508524,0.150313279,0.551362706,A,3
2,2.84276272,0.130272014,0.509165529,A,2
1,2.36181991,0.140254468,0.530950401,A,2
2,3.914492023,0.188472452,0.616843866,A,4
1,0.053798102,0.103782424,0.442915215,A,1
2,0.225487598,0.224040389,0.664329649,A,4
1,0.419183298,0.165129984,0.578880226,A,3
1,3.770983179,0.162790512,0.574724767,A,3
0,3.090860313,0.07320475,0.347872876,A,1
1,5.516257621,0.146534903,0.543868175,A,2
1,0.808493125,0.132356208,0.513846134,A,2
1,2.770814463,0.23198517,0.67351504,A,4
1,4.30826671,0.288323607,0.727199475,A,5
1,1.875039072,0.270495041,0.71212957,A,5
2,4.232237758,0.105892062,0.448687152,A,1
0,8.601164285,0.120221241,0.485556189,A,2
1,1.484655171,0.159484594,0.568734699,A,3
2,1.28798564,0.108190388,0.454871377,A,1
2,0.560023967,0.087010639,0.393569413,A,1
1,0.800388002,0.226851483,0.667633056,A,4
1,2.513940174,0.169867359,0.587089095,A,3
2,2.88484504,0.211349609,0.648647395,A,4
0,3.772732313,0.102158771,0.438409625,A,1
0,8.662933269,0.14425367,0.539243694,A,2
2,0.72583274,0.103467321,0.44204515,A,1
1,3.720027783,0.118627623,0.481648538,A,2
1,0.152564749,0.181170775,0.605617711,A,3
0,0.963652399,0.119313933,0.483337098,A,2
0,1.518960642,0.111094043,0.462532652,A,1
2,5.337895988,0.098031406,0.426702695,A,1
2,7.260294076,0.093136538,0.412332041,A,1
0,7.543549273,0.117051745,0.477738475,A,2
2,1.317811534,0.326776013,0.754955402,A,5
0,4.605116178,0.127167134,0.502058365,A,2
2,3.347180384,0.105899214,0.448706562,A,1
0,3.954376448,0.094212522,0.415537328,A,1
2,3.876691367,0.155632554,0.561576091,A,3
0,0.224045029,0.141196497,0.532925594,A,2
2,0.060798052,0.182834799,0.608225569,A,4
1,2.59733711,0.147624621,0.546050569,A,3
2,2.273284254,0.233883312,0.6756418,A,4
1,1.875596613,0.220476635,0.660055156,A,4
2,0.169928493,0.252190088,0.694907631,A,5
2,0.452599744,0.182209314,0.607248793,A,4
1,0.728139263,0.258139554,0.700715031,A,5
1,0.08743835,0.160313968,0.570250621,A,3
2,4.691789905,0.24006874,0.682398408,A,5
1,5.943940982,0.155176408,0.560715358,A,3
2,0.772068515,0.125857646,0.4990118,A,2
0,1.58470857,0.101465094,0.436467691,A,1
2,0.434575845,0.124485604,0.495787926,A,2
1,1.985814479,0.122521122,0.491114623,A,2
0,3.153501304,0.208134871,0.644464676,A,4
1,0.085913862,0.161889741,0.573106459,A,3
1,2.182805507,0.128460365,0.505038363,A,2
1,5.097701783,0.115401904,0.473595293,A,1
2,0.779991201,0.302726461,0.738295074,A,5
1,0.648820218,0.15036348,0.551460921,A,3
0,1.971068657,0.100306842,0.433202264,A,1
0,2.844428377,0.139177701,0.5286761,A,2
1,1.454236502,0.171584362,0.589997913,A,3
2,4.69300344,0.230666216,0.672022106,A,4
0,1.038530101,0.15977751,0.569271104,A,3
2,3.259668136,0.172862502,0.592140801,A,3
0,2.086648121,0.109069021,0.457207355,A,1
0,1.322040842,0.2273122,0.668168817,A,4
0,2.718671202,0.172038214,0.590761006,A,3
0,2.475221254,0.221969321,0.661857478,A,4
0,0.938914096,0.306895658,0.741342907,A,5
2,2.345562237,0.177562679,0.599859738,A,3
2,0.075077992,0.14763406,0.546069398,A,3
2,0.038835126,0.121612014,0.488928801,A,2
0,0.390579231,0.131261771,0.511397215,A,2
2,4.350822084,0.114641853,0.471669337,A,1
2,2.176887771,0.191659366,0.621571669,A,4
2,1.588930686,0.091898208,0.408610224,A,1
1,0.20302506,0.082237425,0.378322086,A,1
2,2.330627614,0.126570891,0.500674839,A,2
2,0.712962463,0.255051856,0.697727324,A,5
1,0.493213114,0.173623287,0.593407309,A,3
2,1.667570732,0.135646945,0.521092399,A,2
1,0.91758598,0.216067434,0.654628633,A,4
0,10,0.143618968,0.53794345,A,2
1,1.48391931,0.157868612,0.565755354,A,3
0,8.041777583,0.170195888,0.587648358,A,3
0,1.234892486,0.255510914,0.698175071,A,5
2,0.625011879,0.27721206,0.717992121,A,5
2,0.507533886,0.276099083,0.717036659,A,5
1,4.802676329,0.244539714,0.687122038,A,5
2,0.287334341,0.188583936,0.617010981,A,4
0,3.914850048,0.350587236,0.769474454,A,5
0,0.650632676,0.374246582,0.782260204,A,5
2,1.03275991,0.281233653,0.72139323,A,5
0,3.9843329,0.15139432,0.553469903,A,3
1,0.171989632,0.109042346,0.457136665,A,1
1,0.180259011,0.178561877,0.60146864,A,3
0,0.854260814,0.132377909,0.513894492,A,2
0,1.373467014,0.184518852,0.610834764,A,4
0,0.022066296,0.132628225,0.514451758,A,2
0,2.416756325,0.238951174,0.681196968,A,5
1,0.105377977,0.396841785,0.793174211,A,5
1,2.648312326,0.243070906,0.685584696,A,5
2,0.09310897,0.222401136,0.662375642,A,4
1,4.166992154,0.167787434,0.583518488,A,3
2,2.795424993,0.395475466,0.792546688,A,5
1,1.826962919,0.160119626,0.569896201,A,3
1,0.965436719,0.286653248,0.725852845,A,5
0,6.763448338,0.310406258,0.743855257,A,5
0,4.630185249,0.176250463,0.59772991,A,3
2,0.641166181,0.044991215,0.237508773,A,1
1,6.317261544,0.14486222,0.540484784,A,2
0,5.520446724,0.198460723,0.631328217,A,4
2,0.270487037,0.098112402,0.426935993,A,1
2,0.145522319,0.098621166,0.42839813,A,1
0,0.871619494,0.237533145,0.679660367,A,5
0,10,0.054020882,0.275561622,A,1
2,1.266451312,0.18148618,0.6061143,A,4
1,1.352933135,0.148434073,0.547660645,A,3
2,0.309909838,0.127019073,0.501715371,A,2
1,0.367606477,0.169540798,0.586531913,A,3
1,7.483291461,0.168940404,0.585504194,A,3
0,0.719379592,0.182465116,0.607648766,A,4
2,0.456926697,0.173706918,0.593546125,A,3
0,0.276135239,0.133440088,0.516252148,A,2
2,7.165393849,0.183304429,0.608956214,A,4
1,2.605113878,0.287964966,0.726911429,A,5
1,2.267759501,0.215858577,0.654367718,A,4
0,3.168480927,0.300838946,0.736891773,A,5
1,0.63413881,0.148087471,0.546972367,A,3
1,6.430316391,0.208718325,0.645230388,A,4
0,6.482776571,0.20216793,0.636462125,A,4
1,1.491399283,0.122787621,0.491752594,A,2
1,2.162111479,0.11922402,0.483116372,A,2
1,3.4079274,0.349278204,0.768721836,A,5
2,3.553614231,0.118730244,0.481901569,A,2
2,0.776639777,0.241782934,0.68422503,A,5
2,0.146928679,0.148604192,0.547997839,A,3
0,0.981237851,0.106497595,0.450326927,A,1
0,8.029230618,0.089484754,0.401253938,A,1
0,0.755283779,0.102026373,0.438039769,A,1
0,3.416802911,0.075773238,0.356750818,A,1
1,2.460895765,0.11606371,0.475263401,A,2
1,0.679972797,0.243987666,0.686545875,A,5
0,0.347488686,0.131022197,0.510858514,A,2
1,6.222142792,0.331113836,0.757736902,A,5
1,0.370143595,0.154267044,0.558991059,A,3
0,2.163221953,0.113585774,0.468974988,A,1
0,1.869095862,0.147513222,0.545828254,A,3
2,6.753632287,0.130601152,0.509909464,A,2
2,0.582755017,0.138404798,0.527032604,A,2
1,2.333527305,0.169313819,0.586143888,A,3
1,1.115906674,0.170826506,0.588718296,A,3
1,0.441071378,0.223880917,0.664140458,A,4
1,0.643421242,0.20512519,0.640467723,A,4
1,0.550162094,0.225521238,0.666077251,A,4
1,0.547184148,0.174273159,0.594483898,A,3
0,2.265345748,0.119702459,0.48428919,A,2
1,3.87372925,0.197847259,0.630466353,A,4
2,1.48250184,0.194963403,0.626366995,A,4
2,1.057202863,0.14065494,0.531791738,A,2
0,4.755593496,0.141531169,0.533624075,A,2
1,1.5128084,0.256167206,0.698813025,A,5
0,2.134589674,0.282575931,0.72251081,A,5
2,5.72009006,0.173039086,0.592435362,A,3
0,10,0.141294933,0.533131213,A,2
1,2.61415603,0.320120797,0.750560788,A,5
0,2.695984691,0.100511911,0.433782506,A,1
1,3.409457506,0.11477629,0.472010798,A,1
1,0.72951296,0.232240313,0.673802402,A,4
2,1.151937773,0.114163323,0.470451117,A,1
0,1.406476591,0.236320224,0.678335132,A,5
0,1.211205376,0.113448772,0.468623893,A,1
2,1.486288542,0.205066869,0.640389483,A,4
2,0.355859075,0.153694293,0.557899287,A,3
0,1.31875013,0.236148848,0.678147072,A,5
2,1.11058312,0.281304739,0.721452635,A,5
1,2.806988458,0.158597386,0.567103197,A,3
1,2.128701411,0.211406141,0.648720162,A,4
2,2.467627358,0.080466932,0.372521433,A,1
1,1.578897981,0.148810431,0.548406077,A,3
1,0.059043157,0.101870106,0.437602756,A,1
0,0.949585708,0.179387125,0.602789129,A,3
1,6.474759534,0.164376189,0.577548759,A,3
1,0.606085586,0.150456641,0.551643091,A,3
1,3.515669328,0.153304757,0.557154207,A,3
0,2.713662885,0.241838103,0.684283494,A,5
1,3.815866183,0.155422834,0.561180703,A,3
1,0.662980072,0.347044523,0.76742594,A,5
1,1.879621521,0.077175985,0.361524633,A,1
2,0.14449825,0.190847592,0.620377055,A,4
1,0.374851596,0.385125501,0.787660871,A,5
2,5.632529915,0.104947023,0.446112941,A,1
0,5.703402786,0.120211523,0.485532501,A,2
0,4.213773943,0.140995433,0.532505146,A,2
1,0.330967017,0.171476271,0.589815816,A,3
1,4.110272613,0.150246556,0.551232113,A,3
1,3.180238778,0.137410162,0.524903977,A,2
2,0.694826653,0.357198454,0.773200213,A,5
1,0.635901004,0.173569345,0.593317731,A,3
1,5.081123693,0.255845951,0.698501065,A,5
0,0.220378889,0.050342633,0.260392507,A,1
2,0.188916298,0.259602314,0.702111019,A,5
1,1.889191861,0.279375102,0.71983134,A,5
2,4.726269827,0.136280068,0.522466673,A,2
0,10,0.15108033,0.552859543,A,3
1,0.173823412,0.32209979,0.751884008,A,5
0,1.427321918,0.16804683,0.583966629,A,3
0,2.924841098,0.250391381,0.693109947,A,5
0,3.218996469,0.209099968,0.64572966,A,4
0,6.736825705,0.15515668,0.56067807,A,3
0,4.822648182,0.147071831,0.544945625,A,2
0,0.525419093,0.09367166,0.413929443,A,1
1,5.734171672,0.07027584,0.337528601,A,1
2,1.688110995,0.163817866,0.57655801,A,3
1,0.02696839,0.184133983,0.610241109,A,4
1,9.091550378,0.135174633,0.52006304,A,2
1,5.031877821,0.21274159,0.65043134,A,4
1,2.914067845,0.199852853,0.633270991,A,4
1,0.349002108,0.144241886,0.539219609,A,2
1,0.2218402,0.168611273,0.584938976,A,3
0,4.74002752,0.277510995,0.71824769,A,5
2,0.320141204,0.1874674,0.615331562,A,4
2,3.088982799,0.227780918,0.668712268,A,4
1,1.95266481,0.200773787,0.634546313,A,4
2,1.550182421,0.32963293,0.756794499,A,5
1,1.863708332,0.17221237,0.591053187,A,3
2,1.192885879,0.111254509,0.462951177,A,1
0,4.244844075,0.137493796,0.525083558,A,2
0,2.176829027,0.181784128,0.606582419,A,4
2,1.22418656,0.148412621,0.547618096,A,3
0,0.314930208,0.154459766,0.559357424,A,3
1,4.585268067,0.215659951,0.654119255,A,4
0,9.224182786,0.121211253,0.48796053,A,2
2,0.041606659,0.076711438,0.35994948,A,1
0,0.015600307,0.370735287,0.780455724,A,5
1,0.136533827,0.196731427,0.628889606,A,4
1,1.565068256,0.251595543,0.694315616,A,5
1,8.535746491,0.145898233,0.542585164,A,2
0,2.322985848,0.171606202,0.590034688,A,3
1,2.150759383,0.069859088,0.336037288,A,1
1,0.781747242,0.190747871,0.620229853,A,4
1,1.333215148,0.199317933,0.632526623,A,4
1,4.920889564,0.115016977,0.472621265,A,1
1,0.215542745,0.133755742,0.516949258,A,2
1,6.695835431,0.282926166,0.722800988,A,5
0,0.07403162,0.199443084,0.632701015,A,4
1,6.358361696,0.149382965,0.549536209,A,3
1,4.84007445,0.19159749,0.621480841,A,4
0,0.420434386,0.096454597,0.422132032,A,1
1,1.594087803,0.264153256,0.70637631,A,5
0,3.170503345,0.077035068,0.361047423,A,1
2,3.993257669,0.110608723,0.461263769,A,1
1,2.565505736,0.216681879,0.655394182,A,4
0,0.092044855,0.262088957,0.704456045,A,5
1,3.686983902,0.082653016,0.379672161,A,1
2,1.233475814,0.210246115,0.647221569,A,4
0,3.443843289,0.189504999,0.618386839,A,4
1,3.481507652,0.162982507,0.575068376,A,3
2,2.850339287,0.128674926,0.505530038,A,2
2,0.281286477,0.117374162,0.478542198,A,2
1,1.019973054,0.175645264,0.596741103,A,3
1,0.391879004,0.267817119,0.709726644,A,5
0,3.679294079,0.091133378,0.406293764,A,1
1,0.706694648,0.108592857,0.455943323,A,1
1,4.27391085,0.318271543,0.749311475,A,5
2,1.107119275,0.101984578,0.437922938,A,1
0,0.600012583,0.057817601,0.290758908,A,1
2,1.872921449,0.166457594,0.581208202,A,3
1,0.496546289,0.189697916,0.618673926,A,4
2,0.086659907,0.166142061,0.580656874,A,3
1,1.975973168,0.116556394,0.476499881,A,2
2,1.584518286,0.189592189,0.618516637,A,4
1,4.5516159,0.153976528,0.558437837,A,3
0,3.226934443,0.238967744,0.681214844,A,5
2,2.177601717,0.186444394,0.613781603,A,4
1,1.450087511,0.218134093,0.657191431,A,4
1,0.314953762,0.188282603,0.61655899,A,4
1,0.913785284,0.194605744,0.625853039,A,4
1,2.55299123,0.224010333,0.664294007,A,4
1,0.138115098,0.066214129,0.322783461,A,1
1,0.920090219,0.203342263,0.638062163,A,4
0,4.866747782,0.096434187,0.422072508,A,1
1,2.942425963,0.1911425,0.620811802,A,4
1,1.792863445,0.279682856,0.720091139,A,5
0,2.321018107,0.13816283,0.526516184,A,2
0,3.85641885,0.11964027,0.484136979,A,2
2,0.880323811,0.159692147,0.569114896,A,3
1,1.379781416,0.311663783,0.744743449,A,5
1,1.5216224,0.172117651,0.590894321,A,3
1,3.019676079,0.175433519,0.596394166,A,3
1,3.949112032,0.132844784,0.514933047,A,2
1,5.95893135,0.133845352,0.517146867,A,2
2,3.579821661,0.156304598,0.562839144,A,3
2,5.252468348,0.087530798,0.395197215,A,1
1,7.778958049,0.270804442,0.712404747,A,5
1,2.691186446,0.144542465,0.539833349,A,2
1,4.197454182,0.0742438,0.351485851,A,1
1,3.069393759,0.164148568,0.577145312,A,3
0,0.910273995,0.150110024,0.550964693,A,3
2,1.791789575,0.080717832,0.373348317,A,1
1,1.560363045,0.37526479,0.782777741,A,5
2,4.767884589,0.105727839,0.448241141,A,1
2,6.660772548,0.096190968,0.421362466,A,1
1,1.150970068,0.198001816,0.630683826,A,4
0,3.137410358,0.249896354,0.692611712,A,5
0,3.939979489,0.152841433,0.556265291,A,3
1,4.951639603,0.181033018,0.605400482,A,3
0,10,0.106364873,0.449968158,A,1
1,0.031873574,0.242224801,0.684692723,A,5
0,6.985779097,0.187332939,0.615128456,A,4
2,5.287156046,0.172114089,0.590888345,A,3
0,2.181837563,0.22296202,0.66304654,A,4
0,1.146203205,0.246494489,0.689146432,A,5
0,3.342351671,0.123315875,0.493013457,A,2
1,1.687937965,0.200359524,0.633973605,A,4
2,8.367492966,0.111271722,0.462996043,A,1
1,0.81220088,0.403258945,0.796069169,A,5
0,0.218836758,0.198432684,0.631288902,A,4
2,1.066203313,0.162947669,0.575006063,A,3
0,5.808187108,0.135853649,0.521541774,A,2
1,2.047141223,0.151339951,0.553364314,A,3
0,2.339401757,0.106407018,0.450082123,A,1
2,0.077463528,0.169549254,0.586546355,A,3
1,1.542921526,0.208755905,0.645279607,A,4
2,0.916316994,0.134614043,0.518836672,A,2
0,0.689665913,0.119430478,0.483622984,A,2
2,0.268103011,0.086144603,0.390844659,A,1
0,0.135617093,0.207538645,0.643679157,A,4
2,0.129907182,0.188909601,0.617498433,A,4
1,2.529900182,0.151900584,0.554451141,A,3
1,1.73346672,0.132597219,0.514382786,A,2
1,1.340428905,0.183295523,0.60894238,A,4
0,2.479404234,0.095361135,0.418929927,A,1
2,2.652194793,0.091712036,0.408047611,A,1
1,3.249691672,0.092728087,0.411108343,A,1
2,6.981613822,0.143056536,0.536786264,A,2
1,2.479133283,0.226793353,0.667565345,A,4
1,1.153159471,0.219997992,0.659473541,A,4
2,7.725946297,0.131853818,0.512724423,A,2
2,0.038928208,0.291476971,0.729706835,A,5
0,2.859010193,0.104527748,0.444964955,A,1
1,1.401382573,0.135724643,0.521261394,A,2
1,6.975480836,0.123289392,0.492950362,A,2
0,0.064923454,0.176169766,0.597598302,A,3
0,10,0.082045838,0.377698235,A,1
1,2.558895807,0.265519325,0.707634062,A,5
0,0.144446407,0.267887715,0.709790482,A,5
0,1.260455707,0.244402146,0.686978646,A,5
1,9.473567006,0.159965566,0.569614898,A,3
1,0.649853611,0.262502511,0.704842653,A,5
0,0.261471584,0.200833019,0.634628071,A,4
1,2.639093889,0.242571071,0.685058332,A,5
0,0.365302601,0.177482538,0.599730215,A,3
1,4.047327774,0.185797177,0.612795416,A,4
2,2.935104878,0.070981481,0.340042564,A,1
2,0.909429141,0.133291187,0.515922746,A,2
2,0.076343923,0.247984319,0.690672978,A,5
0,2.338136565,0.17213226,0.590918831,A,3
1,1.61876191,0.101521676,0.436626473,A,1
0,10,0.112663394,0.466604227,A,1
1,9.907793856,0.132348194,0.513828272,A,2
1,3.060526855,0.38625804,0.788207159,A,5
1,0.003222905,0.153840951,0.558179269,A,3
0,0.136864961,0.12772265,0.503341924,A,2
2,2.692682967,0.071573276,0.342140219,A,1
1,4.418369132,0.077246912,0.361764625,A,1
2,0.283295922,0.269523447,0.711262162,A,5
0,1.989078377,0.117597421,0.479097609,A,2
0,10,0.316156212,0.747866976,A,5
1,3.02867602,0.144910188,0.54058238,A,2
0,6.227564071,0.065182529,0.318962659,A,1
1,1.523311904,0.397404431,0.793431472,A,5
0,10,0.107207187,0.452238964,A,1
1,2.847114473,0.134991376,0.519662692,A,2
1,4.018064496,0.171764244,0.590300649,A,3
1,2.262914011,0.157541541,0.56514818,A,3
2,1.451552901,0.09004308,0.402967904,A,1
1,3.230241608,0.090334663,0.403860088,A,1
2,1.21992304,0.288875919,0.727641914,A,5
1,0.439444545,0.124510058,0.495845671,A,2
0,1.603476708,0.230195885,0.671486705,A,4
1,2.505261246,0.327293596,0.755290663,A,5
2,3.271585833,0.121036077,0.487536386,A,2
2,4.151798878,0.124585927,0.496024762,A,2
2,3.471022989,0.07448474,0.352319454,A,1
2,3.261891373,0.353437226,0.771095836,A,5
1,5.062635067,0.122152774,0.490230758,A,2
0,1.343569068,0.142105959,0.534819753,A,2
2,0.205536322,0.095791443,0.420193244,A,1
2,3.619726691,0.222413562,0.662390532,A,4
0,2.768825254,0.314865536,0.746977415,A,5
0,1.538508199,0.181038598,0.605409285,A,3
1,4.455248768,0.140829369,0.532157425,A,2
0,3.273093903,0.084768424,0.386477158,A,1
1,0.465169108,0.300075983,0.736320316,A,5
0,3.973543341,0.217968434,0.656987266,A,4
2,2.026638873,0.16261156,0.574404082,A,3
1,2.307628436,0.267599971,0.709530113,A,5
0,1.96475488,0.277872191,0.718555892,A,5
1,1.913958468,0.137396165,0.524873914,A,2
1,2.558399263,0.101235125,0.435821631,A,1
1,0.590047545,0.243000131,0.685510264,A,5
2,1.121809557,0.218118779,0.657172565,A,4
0,3.459824673,0.135259886,0.520249104,A,2
1,1.735255309,0.583674723,0.852815054,A,5
1,0.635010126,0.05962724,0.297842332,A,1
2,0.639504124,0.164761677,0.578230546,A,3
0,0.236251177,0.260673205,0.703125233,A,5
1,0.307129365,0.299074847,0.735566748,A,5
0,1.532395843,0.244225818,0.686794673,A,5
1,7.638391508,0.175404616,0.596346769,A,3
2,0.197964404,0.226630011,0.667374948,A,4
0,0.427888894,0.206600663,0.642437118,A,4
1,0.879610235,0.163497471,0.575987708,A,3
0,0.409996106,0.116387518,0.476076568,A,2
1,0.884840397,0.268876635,0.710681929,A,5
0,0.285271048,0.143632127,0.537970467,A,2
2,0.653834022,0.146936134,0.544673716,A,2
1,2.744462776,0.182912958,0.608347331,A,4
2,1.493760748,0.166060881,0.58051483,A,3
2,1.124342506,0.074996519,0.354084896,A,1
0,4.459230306,0.139382868,0.529110816,A,2
2,3.911023806,0.211172704,0.648419509,A,4
1,3.035585078,0.270448292,0.712087948,A,5
2,0.76324475,0.09942784,0.430704831,A,1
0,2.013593065,0.127425644,0.502656325,A,2
1,3.817261998,0.062208322,0.307770866,A,1
2,8.554228143,0.246256756,0.688901538,A,5
2,2.193400166,0.165637338,0.579772436,A,3
0,1.069368105,0.226821913,0.667598615,A,4
1,0.58649584,0.131957337,0.512955891,A,2
